time_s,Tj_K,Zth_KW
0.0619,309.6670,0.483350
0.0620,309.6700,0.483500
0.0621,309.6720,0.483600
0.0622,309.6750,0.483750
0.0623,309.6770,0.483850
0.0624,309.6790,0.483950
0.0625,309.6810,0.484050
0.0626,309.6840,0.484200
0.0627,309.6860,0.484300
0.0628,309.6880,0.484400
0.0629,309.6910,0.484550
0.0630,309.6930,0.484650
0.0631,309.6950,0.484750
0.0632,309.6980,0.484900
0.0633,309.7000,0.485000
0.0634,309.7020,0.485100
0.0635,309.7040,0.485200
0.0636,309.7070,0.485350
0.0637,309.7090,0.485450
0.0638,309.7110,0.485550
0.0639,309.7130,0.485650
0.0640,309.7160,0.485800
0.0641,309.7180,0.485900
0.0642,309.7200,0.486000
0.0643,309.7220,0.486100
0.0644,309.7240,0.486200
0.0645,309.7270,0.486350
0.0646,309.7290,0.486450
0.0647,309.7310,0.486550
0.0648,309.7330,0.486650
0.0649,309.7350,0.486750
0.0650,309.7380,0.486900
0.0651,309.7400,0.487000
0.0652,309.7420,0.487100
0.0653,309.7440,0.487200
0.0654,309.7460,0.487300
0.0655,309.7480,0.487400
0.0656,309.7510,0.487550
0.0657,309.7530,0.487650
0.0658,309.7550,0.487750
0.0659,309.7570,0.487850
0.0660,309.7590,0.487950
0.0661,309.7610,0.488050
0.0662,309.7630,0.488150
0.0663,309.7650,0.488250
0.0664,309.7680,0.488400
0.0665,309.7700,0.488500
0.0666,309.7720,0.488600
0.0667,309.7740,0.488700
0.0668,309.7760,0.488800
0.0669,309.7780,0.488900
0.0670,309.7800,0.489000
0.0671,309.7820,0.489100
0.0672,309.7840,0.489200
0.0673,309.7860,0.489300
0.0674,309.7880,0.489400
0.0675,309.7900,0.489500
0.0676,309.7920,0.489600
0.0677,309.7950,0.489750
0.0678,309.7970,0.489850
0.0679,309.7990,0.489950
0.0680,309.8010,0.490050
0.0681,309.8030,0.490150
0.0682,309.8050,0.490250
0.0683,309.8070,0.490350
0.0684,309.8090,0.490450
0.0685,309.8110,0.490550
0.0686,309.8130,0.490650
0.0687,309.8150,0.490750
0.0688,309.8170,0.490850
0.0689,309.8190,0.490950
0.0690,309.8210,0.491050
0.0691,309.8230,0.491150
0.0692,309.8250,0.491250
0.0693,309.8270,0.491350
0.0694,309.8290,0.491450
0.0695,309.8310,0.491550
0.0696,309.8330,0.491650
0.0697,309.8350,0.491750
0.0698,309.8360,0.491800
0.0699,309.8380,0.491900
0.0700,309.8400,0.492000
0.0701,309.8420,0.492100
