time_s,Tj_K,Zth_KW
0.0748,314.6800,0.734000
0.0749,314.6860,0.734300
0.0750,314.6910,0.734550
0.0751,314.6970,0.734850
0.0752,314.7030,0.735150
0.0753,314.7080,0.735400
0.0754,314.7140,0.735700
0.0755,314.7190,0.735950
0.0756,314.7250,0.736250
0.0757,314.7300,0.736500
0.0758,314.7350,0.736750
0.0759,314.7410,0.737050
0.0760,314.7460,0.737300
0.0761,314.7520,0.737600
0.0762,314.7570,0.737850
0.0763,314.7630,0.738150
0.0764,314.7680,0.738400
0.0765,314.7730,0.738650
0.0766,314.7790,0.738950
0.0767,314.7840,0.739200
0.0768,314.7890,0.739450
0.0769,314.7950,0.739750
0.0770,314.8000,0.740000
0.0771,314.8060,0.740300
0.0772,314.8110,0.740550
0.0773,314.8160,0.740800
0.0774,314.8210,0.741050
0.0775,314.8270,0.741350
0.0776,314.8320,0.741600
0.0777,314.8370,0.741850
0.0778,314.8420,0.742100
0.0779,314.8480,0.742400
0.0780,314.8530,0.742650
0.0781,314.8580,0.742900
0.0782,314.8630,0.743150
0.0783,314.8690,0.743450
0.0784,314.8740,0.743700
0.0785,314.8790,0.743950
0.0786,314.8840,0.744200
0.0787,314.8890,0.744450
0.0788,314.8940,0.744700
0.0789,314.8990,0.744950
0.0790,314.9050,0.745250
0.0791,314.9100,0.745500
0.0792,314.9150,0.745750
0.0793,314.9200,0.746000
0.0794,314.9250,0.746250
0.0795,314.9300,0.746500
0.0796,314.9350,0.746750
0.0797,314.9400,0.747000
0.0798,314.9450,0.747250
0.0799,314.9500,0.747500
0.0800,314.9550,0.747750
0.0801,314.9610,0.748050
0.0802,314.9660,0.748300
0.0803,314.9710,0.748550
0.0804,314.9760,0.748800
0.0805,314.9810,0.749050
0.0806,314.9850,0.749250
0.0807,314.9900,0.749500
0.0808,314.9950,0.749750
0.0809,315.0000,0.750000
0.0810,315.0050,0.750250
0.0811,315.0100,0.750500
0.0812,315.0150,0.750750
0.0813,315.0200,0.751000
0.0814,315.0250,0.751250
0.0815,315.0300,0.751500
0.0816,315.0350,0.751750
0.0817,315.0400,0.752000
0.0818,315.0440,0.752200
0.0819,315.0490,0.752450
0.0820,315.0540,0.752700
0.0821,315.0590,0.752950
0.0822,315.0640,0.753200
0.0823,315.0690,0.753450
0.0824,315.0740,0.753700
0.0825,315.0780,0.753900
0.0826,315.0830,0.754150
0.0827,315.0880,0.754400
0.0828,315.0930,0.754650
0.0829,315.0970,0.754850
0.0830,315.1020,0.755100
0.0831,315.1070,0.755350
0.0832,315.1120,0.755600
0.0833,315.1160,0.755800
0.0834,315.1210,0.756050
0.0835,315.1260,0.756300
0.0836,315.1310,0.756550
0.0837,315.1350,0.756750
0.0838,315.1400,0.757000
0.0839,315.1450,0.757250
0.0840,315.1490,0.757450
0.0841,315.1540,0.757700
0.0842,315.1590,0.757950
0.0843,315.1630,0.758150
0.0844,315.1680,0.758400
0.0845,315.1730,0.758650
0.0846,315.1770,0.758850
0.0847,315.1820,0.759100
