time_s,Tj_K,Zth_KW
0.0735,308.4190,0.420950
0.0736,308.4200,0.421000
0.0737,308.4220,0.421100
0.0738,308.4230,0.421150
0.0739,308.4240,0.421200
0.0740,308.4260,0.421300
0.0741,308.4270,0.421350
0.0742,308.4290,0.421450
0.0743,308.4300,0.421500
0.0744,308.4320,0.421600
0.0745,308.4330,0.421650
0.0746,308.4350,0.421750
0.0747,308.4360,0.421800
0.0748,308.4370,0.421850
0.0749,308.4390,0.421950
0.0750,308.4400,0.422000
0.0751,308.4420,0.422100
0.0752,308.4430,0.422150
0.0753,308.4450,0.422250
0.0754,308.4460,0.422300
0.0755,308.4480,0.422400
0.0756,308.4490,0.422450
0.0757,308.4500,0.422500
0.0758,308.4520,0.422600
0.0759,308.4530,0.422650
0.0760,308.4550,0.422750
0.0761,308.4560,0.422800
0.0762,308.4570,0.422850
0.0763,308.4590,0.422950
0.0764,308.4600,0.423000
0.0765,308.4620,0.423100
0.0766,308.4630,0.423150
0.0767,308.4640,0.423200
0.0768,308.4660,0.423300
0.0769,308.4670,0.423350
0.0770,308.4690,0.423450
0.0771,308.4700,0.423500
0.0772,308.4710,0.423550
0.0773,308.4730,0.423650
0.0774,308.4740,0.423700
0.0775,308.4760,0.423800
0.0776,308.4770,0.423850
0.0777,308.4780,0.423900
0.0778,308.4800,0.424000
0.0779,308.4810,0.424050
0.0780,308.4820,0.424100
0.0781,308.4840,0.424200
0.0782,308.4850,0.424250
0.0783,308.4870,0.424350
0.0784,308.4880,0.424400
0.0785,308.4890,0.424450
0.0786,308.4910,0.424550
0.0787,308.4920,0.424600
0.0788,308.4930,0.424650
0.0789,308.4950,0.424750
0.0790,308.4960,0.424800
0.0791,308.4970,0.424850
0.0792,308.4990,0.424950
0.0793,308.5000,0.425000
0.0794,308.5010,0.425050
0.0795,308.5030,0.425150
0.0796,308.5040,0.425200
0.0797,308.5050,0.425250
0.0798,308.5070,0.425350
0.0799,308.5080,0.425400
0.0800,308.5090,0.425450
0.0801,308.5110,0.425550
0.0802,308.5120,0.425600
0.0803,308.5130,0.425650
0.0804,308.5150,0.425750
0.0805,308.5160,0.425800
0.0806,308.5170,0.425850
0.0807,308.5190,0.425950
0.0808,308.5200,0.426000
0.0809,308.5210,0.426050
0.0810,308.5230,0.426150
0.0811,308.5240,0.426200
0.0812,308.5250,0.426250
0.0813,308.5270,0.426350
0.0814,308.5280,0.426400
0.0815,308.5290,0.426450
0.0816,308.5300,0.426500
0.0817,308.5320,0.426600
0.0818,308.5330,0.426650
0.0819,308.5340,0.426700
0.0820,308.5360,0.426800
0.0821,308.5370,0.426850
0.0822,308.5380,0.426900
0.0823,308.5400,0.427000
0.0824,308.5410,0.427050
0.0825,308.5420,0.427100
0.0826,308.5430,0.427150
0.0827,308.5450,0.427250
0.0828,308.5460,0.427300
0.0829,308.5470,0.427350
0.0830,308.5480,0.427400
0.0831,308.5500,0.427500
0.0832,308.5510,0.427550
0.0833,308.5520,0.427600
0.0834,308.5540,0.427700
0.0835,308.5550,0.427750
0.0836,308.5560,0.427800
0.0837,308.5570,0.427850
0.0838,308.5590,0.427950
0.0839,308.5600,0.428000
0.0840,308.5610,0.428050
0.0841,308.5620,0.428100
0.0842,308.5640,0.428200
0.0843,308.5650,0.428250
0.0844,308.5660,0.428300
0.0845,308.5670,0.428350
0.0846,308.5690,0.428450
0.0847,308.5700,0.428500
0.0848,308.5710,0.428550
