time_s,Tj_K,Zth_KW
0.0809,307.9900,0.399500
0.0810,307.9910,0.399550
0.0811,307.9920,0.399600
0.0812,307.9930,0.399650
0.0813,307.9950,0.399750
0.0814,307.9960,0.399800
0.0815,307.9970,0.399850
0.0816,307.9980,0.399900
0.0817,307.9990,0.399950
0.0818,308.0010,0.400050
0.0819,308.0020,0.400100
0.0820,308.0030,0.400150
0.0821,308.0040,0.400200
0.0822,308.0060,0.400300
0.0823,308.0070,0.400350
0.0824,308.0080,0.400400
0.0825,308.0090,0.400450
0.0826,308.0100,0.400500
0.0827,308.0120,0.400600
0.0828,308.0130,0.400650
0.0829,308.0140,0.400700
0.0830,308.0150,0.400750
0.0831,308.0160,0.400800
0.0832,308.0180,0.400900
0.0833,308.0190,0.400950
0.0834,308.0200,0.401000
0.0835,308.0210,0.401050
0.0836,308.0220,0.401100
0.0837,308.0230,0.401150
0.0838,308.0250,0.401250
0.0839,308.0260,0.401300
0.0840,308.0270,0.401350
0.0841,308.0280,0.401400
0.0842,308.0290,0.401450
0.0843,308.0300,0.401500
0.0844,308.0320,0.401600
0.0845,308.0330,0.401650
0.0846,308.0340,0.401700
0.0847,308.0350,0.401750
0.0848,308.0360,0.401800
0.0849,308.0370,0.401850
0.0850,308.0390,0.401950
0.0851,308.0400,0.402000
0.0852,308.0410,0.402050
0.0853,308.0420,0.402100
0.0854,308.0430,0.402150
0.0855,308.0440,0.402200
0.0856,308.0460,0.402300
0.0857,308.0470,0.402350
0.0858,308.0480,0.402400
0.0859,308.0490,0.402450
0.0860,308.0500,0.402500
0.0861,308.0510,0.402550
0.0862,308.0530,0.402650
0.0863,308.0540,0.402700
0.0864,308.0550,0.402750
0.0865,308.0560,0.402800
0.0866,308.0570,0.402850
0.0867,308.0580,0.402900
0.0868,308.0590,0.402950
0.0869,308.0600,0.403000
0.0870,308.0620,0.403100
0.0871,308.0630,0.403150
0.0872,308.0640,0.403200
0.0873,308.0650,0.403250
0.0874,308.0660,0.403300
0.0875,308.0670,0.403350
0.0876,308.0680,0.403400
0.0877,308.0690,0.403450
0.0878,308.0710,0.403550
0.0879,308.0720,0.403600
0.0880,308.0730,0.403650
0.0881,308.0740,0.403700
0.0882,308.0750,0.403750
0.0883,308.0760,0.403800
0.0884,308.0770,0.403850
0.0885,308.0780,0.403900
0.0886,308.0800,0.404000
0.0887,308.0810,0.404050
0.0888,308.0820,0.404100
0.0889,308.0830,0.404150
0.0890,308.0840,0.404200
0.0891,308.0850,0.404250
0.0892,308.0860,0.404300
0.0893,308.0870,0.404350
0.0894,308.0880,0.404400
0.0895,308.0900,0.404500
0.0896,308.0910,0.404550
0.0897,308.0920,0.404600
0.0898,308.0930,0.404650
0.0899,308.0940,0.404700
0.0900,308.0950,0.404750
0.0901,308.0960,0.404800
0.0902,308.0970,0.404850
0.0903,308.0980,0.404900
0.0904,308.0990,0.404950
0.0905,308.1000,0.405000
0.0906,308.1020,0.405100
0.0907,308.1030,0.405150
0.0908,308.1040,0.405200
0.0909,308.1050,0.405250
0.0910,308.1060,0.405300
0.0911,308.1070,0.405350
0.0912,308.1080,0.405400
0.0913,308.1090,0.405450
0.0914,308.1100,0.405500
0.0915,308.1110,0.405550
0.0916,308.1120,0.405600
0.0917,308.1130,0.405650
0.0918,308.1140,0.405700
0.0919,308.1160,0.405800
0.0920,308.1170,0.405850
0.0921,308.1180,0.405900
0.0922,308.1190,0.405950
0.0923,308.1200,0.406000
0.0924,308.1210,0.406050
0.0925,308.1220,0.406100
